year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_salary,gross_monthly_salary
2017,Singapore Management University,School of Law (4-years programme) *,Law Cum Laude and above #,97.9,97.9,5163,5287
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96.2,92.3,3040,3067
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,88.5,69.2,2859,2876
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3232,3291
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.9,90.6,3898,3904
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,90.7,68.5,2819,2949
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,87.2,2818,2841
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77.3,62.1,3061,3290
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.4,88.9,3191,3269
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96.2,88.5,3461,3541
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,90.5,85.7,3063,3145
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,95.5,95.5,3451,3537
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,86.7,3792,3866
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,97.7,79.1,2784,2980
2017,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,84.5,74.1,3061,3301
2017,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology,82.8,82.8,3504,3591
2017,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,87.9,54.5,2357,2598
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,na,na,na,na
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97.1,3217,3258
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,96.8,3483,3489
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.3,65.6,3367,3481
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,52.5,3207,3280
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,96.6,87.9,3608,3670
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,94.6,86.5,3412,3595
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.8,85.9,3633,3724
2017,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.2,96.5,3507,3741
2017,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,86.4,69.5,3759,3825
2017,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,96.4,92.9,2883,2890
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,94.1,92.1,3073,3113
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,94.7,84.2,2713,2829
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,87.3,3594,3638
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),100,100,4146,4175
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),91.7,85.4,3856,3956
2017,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,94.6,92.2,3214,3245
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99.2,97.7,4391,4456
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business,92.6,84.3,3646,3776
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,100,100,4536,4572
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering,95.3,88.4,3710,3873
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Bioengineering,77.5,66.2,3457,3660
2018,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering,91.6,86,3461,3782
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering and Economics **,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Civil Engineering,96.5,96.5,3521,3597
2018,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,95.8,3749,3865
2018,Nanyang Technological University,College of Engineering,Computer Engineering and Economics **,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Computer Science,94.4,93,3970,4062
2018,Nanyang Technological University,College of Engineering,Electrical & Electronic Engineering,92.7,91,3625,3772
2018,Nanyang Technological University,College of Engineering,Environmental Engineering,92.1,81.6,3388,3485
2018,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Information Engineering & Media,93.2,89,3724,3800
2018,Nanyang Technological University,College of Engineering,Maritime Studies,93.3,90,3351,3409
2018,Nanyang Technological University,College of Engineering,Materials Engineering,86.5,81.9,3457,3650
2018,Nanyang Technological University,College of Engineering,Mechanical Engineering,85.6,81.1,3448,3653
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",85.7,53.8,2930,2986
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,86.4,76.3,3149,3260
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,95,84.2,3085,3166
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,90.1,84,3604,3755
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,81.6,59.2,3051,3124
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,74.4,56.4,3593,3719
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics & Multilingual Studies,79.2,45.8,3074,3091
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,80,76,3031,3126
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,90.1,78,3316,3355
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,80.6,71,3501,3619
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,80.2,60.4,3275,3374
2018,Nanyang Technological University,College of Sciences,Biological Sciences,80.1,67,3232,3319
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences **,na,na,na,na
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,90.9,81.8,2941,2953
2018,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,77.6,63.9,3205,3427
2018,Nanyang Technological University,College of Sciences,Environmental Earth Systems Science ^,76.2,57.1,3347,3389
2018,Nanyang Technological University,College of Sciences,Mathematical Sciences,87.1,75.9,3661,3744
2018,Nanyang Technological University,College of Sciences,Mathematics & Economics,96.3,83.3,3481,3569
2018,Nanyang Technological University,College of Sciences,Physics & Applied Physics,80.2,74.1,3468,3576
2018,Nanyang Technological University,National Institute of Education (NIE),Arts (With Education),100,99.2,3618,3751
2018,Nanyang Technological University,National Institute of Education (NIE),Science (With Education),100,100,3600,3738
2018,Nanyang Technological University,Sports Science and Management,Sport Science and Management,87,61.1,3172,3382
2018,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine ##,na,na,na,na
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,83.7,56.6,3169,3322
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87.5,60.8,3290,3377
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.2,74.5,3459,3526
2018,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4148,4228
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),79.4,69.8,3357,3444
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),89.9,84.1,3768,4050
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),91.8,89.8,3520,3627
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,83.4,3712,3982
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) **,na,na,na,na
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88.9,74.6,3411,3518
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),91.5,87.8,3889,4051
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),88.6,86.4,3550,3794
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),92.8,86.9,3684,3877
2018,National University of Singapore,Faculty of Law,Bachelor of Laws #,97.3,92.6,5070,5263
2018,National University of Singapore,Faculty of Science,Bachelor of Science,81.6,47.2,3146,3289
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),87.3,72.8,3371,3460
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,96.6,93.2,3549,3723
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration,95.7,84.8,3633,3732
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.6,90.9,4286,4424
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95.2,95.2,3209,3522
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.6,95.3,3643,3683
2018,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media) **,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.9,91.8,4577,4658
2018,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.4,95.3,4338,4472
2018,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),93.5,93.5,4432,4499
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) # **,na,na,na,na
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87,69.6,3309,3371
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,84.6,3189,3237
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),91.7,85.1,3295,3372
2018,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),94.6,94.6,3230,3469
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3306,3546
2018,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,23.8,2000,2100
2018,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,81.1,4283,4381
2018,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,89.5,78.9,5017,5136
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Engineering (Computer Engineering),88.6,84.3,4105,4188
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Environmental Studies,84.2,55.3,3371,3385
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,86.7,86.7,3277,3324
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,91.2,52.9,2854,2861
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,94.7,89.5,3570,3576
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.8,96.8,4031,4088
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,84.6,76.9,3193,3451
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.5,81.8,3382,3438
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,97.1,94.3,3374,3439
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.5,82.3,3343,3484
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,3368,3479
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,84.6,3245,3545
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,90.4,69.2,2837,2895
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,96.3,91.5,3188,3216
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,100,100,4111,4116
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),95.7,95.7,3838,3914
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),98.3,96.6,3618,3688
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,92.1,81.6,2898,2991
2018,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,95.3,90.7,3260,3536
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,95.8,87.5,3476,3571
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),96.6,96.6,3409,3431
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3258,3276
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na
2018,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,83.7,75.5,3048,3298
2018,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology,83.3,69.4,3506,3609
2018,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86.5,64.9,2643,2929
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,84.9,54.7,2818,3055
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,76.9,2710,2796
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,78,70.7,3440,3454
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,61.8,3412,3451
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,94.3,90.6,3587,3718
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.7,87.3,3633,3812
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,94.7,89.3,3926,3996
2018,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,91.9,74.2,3645,3726
2018,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,100,98.2,2897,2911
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,96.4,92.3,3576,3607
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,95.1,4396,4439
2018,Singapore Management University,School of Business (4-year programme) *,Business Management,91.6,86.5,4017,4133
2018,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.4,95.6,4433,4544
2018,Singapore Management University,School of Economics (4-year programme) *,Economics,91.1,85.6,4017,4140
2018,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),93.4,89.5,4599,4721
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,93.6,89.5,4058,4160
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),100,97.2,4584,4659
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,85.6,74.4,3336,3409
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),84.2,78.9,3818,3880
2018,Singapore Management University,School of Law (4-year programme) *,Law #,92.7,90.8,4704,4856
2018,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,94.4,92.6,4986,5256
2018,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.7,97.5,2858,2879
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,88,84,3364,3393
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,94,84,2925,3023
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),94.7,86.3,3773,3826
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),97.3,93.3,4448,4544
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),90,90,3798,3893
2018,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),95.1,88.5,3848,3945
2019,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,97.5,94,3220,3254
2019,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,97.9,95.2,4284,4359
2019,Nanyang Technological University,College of Business (Nanyang Business School),Business,93.8,83.1,3707,3797
2019,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,94.4,83.3,4479,4562
2019,Nanyang Technological University,College of Engineering,Aerospace Engineering,87.5,80.7,3816,3939
2019,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Bioengineering,81.3,64.1,3445,3548
2019,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,88.6,78.1,3681,3921
2019,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Civil Engineering,94.9,90.6,3525,3582
2019,Nanyang Technological University,College of Engineering,Civil Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Computer Engineering,94.6,94.6,3994,4074
2019,Nanyang Technological University,College of Engineering,Computer Science,97.4,95.9,4270,4309
2019,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,92.6,87.1,3769,3884
2019,Nanyang Technological University,College of Engineering,Environmental Engineering,83.9,77.4,3574,3596
2019,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Information Engineering and Media,90.7,85.3,3934,4006
2019,Nanyang Technological University,College of Engineering,Maritime Studies,98.3,93.2,3512,3669
2019,Nanyang Technological University,College of Engineering,Materials Engineering,82,76,3601,3817
2019,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering,84.5,82.1,3608,3728
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,na,na,na,na
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",83.6,50.9,3031,3068
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,90.1,79,3158,3260
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,90.4,69.4,3220,3264
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,88.2,79.8,3385,3453
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,83.8,64.9,2987,2997
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,73,56.8,3449,3498
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,81.7,65,3265,3365
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy ^,82.6,69.6,3288,3369
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,89.2,73.1,3463,3506
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs,90.2,87.8,3756,3868
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,86.9,70.5,3305,3441
2019,Nanyang Technological University,College of Sciences,Biological Sciences,81.6,66.3,3315,3450
2019,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,95.2,85.7,2964,2979
2019,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,80.9,66.2,3246,3338
2019,Nanyang Technological University,College of Sciences,Environmental Earth Systems Sciences ^,87.5,79.2,3401,3416
2019,Nanyang Technological University,College of Sciences,Mathematical Sciences,91.2,79.6,3741,3848
2019,Nanyang Technological University,College of Sciences,Mathematics & Economics,93.5,84.8,3838,3996
2019,Nanyang Technological University,College of Sciences,Physics & Applied Physics,90,78.6,3782,3849
2019,Nanyang Technological University,Sports Science and Management,Sports Science and Management,87,55.6,3289,3438
2019,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3629,3710
2019,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3719,3758
2019,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4932,5661
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,84.9,64.5,3225,3456
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),92.7,68.2,3421,3537
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88,75.9,3590,3674
2019,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,97.3,4057,4068
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),80.4,68.6,3480,3535
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),92.4,86.7,3802,3959
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95,93,3685,3746
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),89.6,85.2,3957,4101
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,84.6,84.6,4115,4285
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),89.5,80.7,3473,3569
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97.6,96.5,4303,4451
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),78.6,76.2,3796,4086
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),88.6,86.7,3745,3847
2019,National University of Singapore,Faculty of Law,Bachelor of Laws #,95.7,93,5068,5160
2019,National University of Singapore,Faculty of Science,Bachelor of Science,84,59.3,3181,3320
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Hons) ^,88.5,72.3,3510,3605
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,100,95.5,3648,3840
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration,100,82.6,4799,4925
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),95.5,91,4451,4593
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,93.8,93.8,3897,4005
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.8,97.8,4008,4093
2019,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),92.8,90.6,5477,5571
2019,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),95.9,95.9,4210,4330
2019,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),100,100,4811,4881
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,100,96,4156,4199
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,86.2,48.3,3142,3245
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),88.3,80.6,3189,3243
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),95.3,89.6,3431,3494
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,99.5,99.5,4607,5218
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93.5,89.1,3123,3314
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),98.8,97.5,3389,3612
2019,National University of Singapore,YST Conservatory of Music,Bachelor of Music,82.6,39.1,3531,3575
2019,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,96,77,4066,4197
2019,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,94.7,89.5,6962,7139
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),92.9,91.7,4653,4732
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,88.4,67.4,3329,3332
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,83.3,79.2,3122,3167
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,81.3,50,3036,3051
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,91.3,87,3760,3791
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,94.9,4447,4474
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,93.7,89.2,3181,3239
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),97.5,95,4171,4319
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,97.4,4090,4188
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,92.2,90.6,3237,3748
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),92.5,92.5,3433,3484
